"Future Brand","http://www.futurebrand.com/",""
"Futura Collective","https://futuracollective.com/",""
"Gander","https://www.takeagander.com/",""
"Gardener","https://www.gardener.nyc/",""
"Generation","http://generation.is/",""
"Ghost Robot","https://ghostrobot.com/",""
"Giant Spoon","http://www.giantspoon.com/",""
"Goodby Silverstein","https://goodbysilverstein.com/",""
"Good Company","http://www.goodco.tv/",""
"Graj + Gustavsen","http://www.ggny.com/",""
"Grand Army","http://grand-army.com/",""
"Greater Than One","http://www.greaterthanone.com/",""
"Greencard","http://www.greencardnewyork.com/",""
"Gretel","http://www.gretelny.com/",""
"Grey","http://www.grey.com/",""
"Harley & Company","http://harleyandcompany.com/",""
"Hello Scholar","https://www.helloscholar.com/",""
"Hello Monday","https://www.hellomonday.com/",""
"Hero Digital","https://herodigital.com/",""
"High Tide","http://hightidenyc.com/",""
"Hill Holliday","http://www.hhcc.com/",""
"Hinterland","http://www.hinterlandstudio.com/",""
"Hoffman Creative","https://www.hoffmancreative.com/",""
"Hubert And Fischer","http://hubertfischer.com/",""
"Hudson Rouge","http://www.hudsonrouge.com/",""
"Huge","http://www.hugeinc.com/",""
"Hugo And Marie","http://www.hugoandmarie.com/#/",""
"Humbleteam","https://www.humbleteam.com/",""
"Hunter Gatherer","http://www.huntergatherer.net/",""
"Hush","http://www.heyhush.com/",""
"Huemor","https://huemor.rocks/",""
"Hungry","https://hungrystudio.nyc/",""
"Hyperakt","http://www.hyperakt.com/",""
"I Crossing","http://www.icrossing.com/",""
"IFUEL","http://www.ifuelinteractive.com/",""
"IDEO","http://www.ideo.com/",""
"Imaginary Forces","http://www.imaginaryforces.com/",""
"Instinto Films","http://instintofilms.com/",""
"Interbrand","http://www.interbrand.com/",""
"Invisible North","http://www.invisiblenorth.com/",""
"Iridium Group","https://iridiumgroup.com/",""
"VMLThompson","https://www.vml.com/thompson",""
"Javas Lehn Studio","http://javaslehnstudio.com/",""
"Brill Brill Studio","http://brillbrill.com/",""
"Johannes Leonardo","http://www.johannesleonardo.com/",""
"Joan","https://www.joancreative.com/",""
"Forsman & Bodenfors","https://forsman.co/",""
"KCD","http://www.kcdworldwide.com/",""
"Kettle","https://wearekettle.com/",""
"Kind Company","http://www.kindcompany.com/",""
"King and Partners","http://www.kingandpartners.com/",""
"Kiss Me Im Polish","http://www.kissmeimpolish.com/",""
"Kneeon","http://www.kneeon.tv/",""
"Kounterattack","http://www.kounterattack.com/","Failed to screenshot"
"Kraftworks","http://www.kraftworksltd.com/",""
"L & L","https://landl.us/",""
"Landor","http://www.landor.com/",""
"Language Dept.","http://www.languagedept.com/",""
"Laundry Service","http://247laundryservice.com/",""
"Le Beau","https://lebeau.nyc/#",""
"Lemonade","http://lemonade.nyc/",""
"Leroy and Clarkson","http://www.leroyandclarkson.com/",""
"Level Group","https://www.levelnyc.com/",""
"Li Inc","http://www.liinc.com/",""
"Lippincott","https://lippincott.com/",""
"Little Fury","http://littlefury.com/",""
"Lloyd and Co.","http://www.lloydandco.com/",""
"LMNOP","https://lmnopcreative.com/",""
"Local Projects","http://www.localprojects.net/","Failed to screenshot"
"Lonely Leap","https://lonelyleap.com/",""
"Louise Fili","http://www.louisefili.com/",""
"Love and War","http://www.loveandwar.com/",""
"Loyal Kaspar","http://www.loyalkaspar.com/",""
"Ma'am","https://www.maamcreative.com/",""
"MADE THOUGHT","https://www.madethought.com/",""
"Maiarelli Studio","https://maiarellistudio.com/",""
"Major Tom","https://www.majortom.com/",""
"Mammoth","https://mammothnyc.com/",""
"Matsumoto Inc","http://www.matsumotoinc.com/",""
"Matte","https://matteprojects.com/",""
"Maui","http://maui.nyc/","Failed to screenshot"
"McCann NY","http://www.mccannny.com/",""
"McKinney","https://mckinney.com/",""
"MCD Partners","https://www.mcdpartners.com/",""
"Media Monks","http://www.mediamonks.com/",""
"Mekanism","https://mekanism.com/",""
"Memo","http://www.memo-ny.com/",""
"Merkley and Partners","https://www.merkleyandpartners.com/","Failed to screenshot"
"Method","http://www.method.com/",""
"Mgmt Design","http://www.mgmtdesign.com/",""
"Milkshake","https://milkshake.studio/",""
"Milk Agency","https://milkagency.com/",""
"Miloby","http://miloby.com/",""
"MKG","https://www.thisismkg.com/",""
"m ss ng p eces","http://mssngpeces.com/",""
"Mixtape Club","http://www.mixtapeclub.com/",""
"MJZ","http://www.mjz.com/",""
"MKTG","http://mktg.com/",""
"MODCo","http://www.modcomedia.com/",""
"Mod Op","https://www.modop.com/",""
"Molly","https://www.molly.studio/",""
"Moma Design Studio","http://www.momadesignstudio.org/",""
"Mother","http://www.mothernewyork.com/",""
"Mother Design","http://motherdesign.com/",""
"MP Creative","https://www.mpcreative.net/",""
"MRY","http://www.mry.com/en//",""
"MSLK","https://mslk.com/",""
"Mythology","https://www.mythology.com/",""
"Mucca Design","http://www.muccadesign.com/","Failed to screenshot"
"Mullen","http://www.mullen.com/",""
"Mustache","https://www.mustacheagency.com/",""
"Nathan Love","http://www.nathanlove.com/",""
"New Studio","https://newstudio.studio/",""
"Nice","http://www.niceltd.com/",""
"Nice Shoes","http://www.niceshoes.com/",""
"Night Agency","http://www.nightagency.com/",""
"No Filter","https://nofiltercreative.com/",""
"North Street Creative","https://northstreetcreative.com/",""
"Noë Associates","https://noeassociates.com/",""
"Nothing Something","http://www.nothingsomething.com/",""
"NR2154","http://www.nr2154.com/",""
"O Group","http://www.ogroup.net/",""
"Office of Development & Design","https://odd.tv/",""
"Oak","http://oak.is/",""
"Office For Visual Affairs","https://officeforvisualaffairs.com/",""
"Off White Co","http://offwhitedesign.com/",""
"Ogilvy","http://www.ogilvy.com/",""
"ON Design","http://www.ond.com/",""
"Once Future","https://once-future.com/",""
"Open","http://www.notclosed.com/","Failed to screenshot"
"Open Project","http://openproject.co/",""
"Opperman Weiss","http://www.oppermanweiss.com/",""
"Orange You Glad","http://www.orangeyouglad.com/",""
"Order","https://order.design/",""
"Origin","http://www.originfilms.tv/","Failed to screenshot"
"Out of Office","http://ooo-la.la/",""
"Other Means","http://www.othermeans.us/",""
"Pandiscio Green","https://pandiscio.green/",""
"Paperwhite Studio","http://www.paperwhite-studio.com/",""
"Partner Studio","https://partnerstudio.co/",""
"Passion Pictures","http://www.passion-pictures.com/",""
"Pearl Fisher","http://www.pearlfisher.com/",""
"Pentagram","http://www.pentagram.com/",""
"Perception","http://www.perceptionnyc.com/","Failed to screenshot"
"Permalight","http://permalightnyc.com/",""
"Phase 2","http://www.phase2technology.com/",""
"People Ideas & Culture","http://www.pic-nyc.com/",""
"Piscatello Design Center","http://www.piscatello.com/",""
"PLACEHOLDER","https://www.placeholder.nyc/",""
"Porto Rocha","https://portorocha.com/",""
"Potion","http://www.potiondesign.com/",""
"Prime Studio","http://www.primestudio.com/",""
"PS","http://www.insideps.com/",""
"PSYOP","http://www.psyop.tv/",""
"Pulp, Ink","http://pulp-ink.com/",""
"Pure + Applied","http://www.pureandapplied.com/",""
"PX2","https://px2.tv/",""
"Quint and Quint","http://quintandquint.com/",""
"R And Co","http://rco-design.com/",""
"R/GA","http://www.rga.com/",""
"Radical Media","http://www.radicalmedia.com/",""
"Ranger","http://rngr.org/",""
"Rapp","http://www.rapp.com/",""
"Rational Beauty","https://rationalbeauty.com/","Failed to screenshot"
"Razorfish","http://www.razorfish.com/",""
"Red Antler","http://redantler.com/",""
"Red Peak","http://red-peak.com/",""
"Revolver","https://www.revolvernewyork.com/",""
"RoAndCo","https://www.roandcostudio.com/",""
"Ronik","https://www.ronikdesign.com/","Failed to screenshot"
"Roof","https://roofstudio.tv/",""
"RPM","https://hellorpm.com/",""
"Saatchi and Saatchi","https://www.wearesaatchi.com/",""
"Saint-Lazare","https://saint-lazare.co/",""
"Saint Urbain","https://www.sainturbain.com/",""
"Safari Sundays","https://safarisundays.com/",""
"Sapient","http://www.sapient.com/",""
"Saranko","http://www.sarankco.com/",""
"Savvy","http://savvy-studio.net/",""
"Scout","http://www.scoutstudios.tv/",""
"Seiden","http://www.seidenadvertising.com/","Failed to screenshot"
"Senior Post","http://senior-post.com/",""
"Shadow Runner","https://www.shadowrunner.industries/",""
"Sid Lee","http://www.sidlee.com/",""
"Siegel+Gale","http://www.siegelgale.com/",""
"Siplissimus","http://www.simplissimus.net/",""
"Situation","http://www.situationinteractive.com/",""
"Skaggs Design","http://www.skaggsdesign.com/","Failed to screenshot"
"Small Stuff","https://smallstuff.us/",""
"Smakk","https://smakkstudios.com/",""
"Smuggler","http://smugglersite.com/",""
"Snow Day","http://snowday.studio/",""
"Something Special Studios","https://somethingspecialstudios.com/",""
"https://www.space-ny.com/","https://www.space-ny.com/",""
"Space 150","http://www.space150.com/",""
"Spike DDB","http://www.spikeddb.com/",""
"Spring Studios","https://www.springstudios.com/",""
"Spil Creative","http://www.spilcreative.com/","Failed to screenshot"
"Spot Co","http://www.spotnyc.com/",""
"SS+K","http://www.ssk.com/",""
"Squat","https://www.squatny.com/",""
"Stag and Hare","http://www.stagandhare.com/",""
"Standard Black","https://standardblack.com/",""
"Sterling Brands","http://www.sterlingbrands.com/",""
"Stiletto Studio","http://www.silhouettestudio.com/",""
"Stink","https://www.stinkstudios.com/",""
"Stanger And Stranger","http://www.strangerandstranger.com/",""
"Studio Freight","https://studiofreight.com/",""
"Strawberry Frog","http://www.strawberryfrog.com/",""
"Studio Lin","http://studiolin.org/",""
"Studio Newwork","http://studionewwork.com/",""
"Studio Rodrigo","http://www.studiorodrigo.com/","Failed to screenshot"
"Sullivan NYC","http://www.sullivannyc.com/",""
"SY Partners","http://www.sypartners.com/",""
"Synoptic Office","https://www.synopticoffice.com/",""
"T Brand Studio","https://advertising.nytimes.com/custom-content/",""
"Tag Creative","https://www.tagcreativeny.com/",""
"Tavern","https://tavern.agency/",""
"Taylor James","http://www.taylorjames.com/",""
"TBWA","http://www.tbwa.com/",""
"Terri And Sandy","https://www.terrisandy.com/",""
"Team Studio","https://team.design/",""
"Thats Nice","http://www.thatsnice.com/",""
"The Barbarian Group","http://www.barbariangroup.com/","Failed to screenshot"
"The Gathery","http://www.thegathery.com/",""
"The Lab","http://www.thelabnyc.com/",""
"The Mill","http://www.themill.com/",""
"The Nation","http://www.wearethenation.com/",""
"The Science Project","https://thescienceproject.co/",""
"The Seventh Art","https://theseventhart.com/",""
"Thinc Design","http://www.thincdesign.com/","Failed to screenshot"
"Tonic Group","http://www.tonicgroup.com/",""
"Topos Graphics","http://www.toposgraphics.com/",""
"Translation","https://translationllc.com/",""
"Transistor Studios","http://www.transistorstudios.com/",""
"Triboro Design","http://www.triborodesign.com/",""
"Trollback + Company","http://www.trollback.com/",""
"True North","http://truenorthinc.com/",""
"Tsang Seymour","http://www.tsangseymour.com/",""
"Two Bulls","https://www.twobulls.com/",""
"Two-N","http://www.two-n.com/",""
"Type Code","http://typecode.com/",""
"Ueno","https://ueno.co/",""
"Unified Theory","https://unified-theory.co/",""
"United","http://www.uniteddsn.com/",""
"Ustwo","http://www.ustwo.co.uk/","Failed to screenshot"
"Varsity","http://varsity.is/",""
"Vault 49","http://www.vault49.com/",""
"Version Industries","http://www.versionindustries.com/",""
"Violet Office","https://violetoffice.com/",""
"Virtue","https://www.virtueworldwide.com/",""
"VMG Creative","https://www.vmg-creative.com/",""
"VM GROUPE","https://vmgroupe.com/",""
"VSA Partners","http://www.vsapartners.com/",""
"Walrus","http://www.walrusnyc.com/",""
"Watson & Co","http://www.watsonnyc.com/",""
"WDDG","http://www.wddg.com/",""
"Wieden + Kennedy","http://www.wk.com/",""
"Wildes District","https://www.wildesdistrict.com/",""
"Why Not Smile","http://whynotsmile.com/",""
"Wild Factory","http://thewildfactory.com/",""
"Wolff Olins","http://www.wolffolins.com/",""
"Wondersauce","http://www.wondersauce.com/",""
"Work & Co","http://work.co/",""
"WØRKS","https://works.studio/",""
"Work Order","http://www.work-order.co/",""
"Wkshps","https://www.wkshps.com/",""
"WeShouldDoItAll","http://www.wsdia.com/",""
"XXIX","https://www.xxix.co/",""
"Yard","http://www.yardnyc.com/","Failed to screenshot"
"YOHOHO Studio","https://yohoho.studio/",""
"Your Majesty","http://www.your-majesty.com/","Failed to screenshot"
"Zero","https://zero.nyc/",""
"Zut Alors","http://zutalorsinc.com/",""
